,0
2035,"ТАСС сообщает про гибель Европы: число госпитализированных больных COVID-19 в Британии достигло максимума с начала пандемии, там в больницах 20 тыс. человек.\n\nЗнаете, сколько госпитализировано с COVID-19 в России?\nОколо 250 тысяч. "
2036,"#KTK_news - Стало известно, сколько будет стоить прививка от ковида #Казахстан #коронавирус #COVID19 #вакцинация #прививки "
2037,"Ученые США выяснили, почему пожилые люди тяжелее переносят COVID-19"
2038,"Дельта-штамм коронавируса в Японии мог «самоликвидироваться», что привело к снижению заболеваемости COVID-19 в стране. "
2039,Реальный уровень COVID-19 в России может быть в 5–6 раз выше 
2040,Таможня КНР приостановила на 4 недели ввоз мясной продукции с предприятия в Белгородской области из-за #COVID19 - 
2041,"Байден потребовал от разведки в 3 месяца выяснить происхождение COVID19\n\nнеобходимо узнать,, появился вирус в Китае в результате естественных процессов или из-за инцидента в лаборатории?\n---------\nзачем?\n\nдед с Чекистом и ""батькой"" справиться не может, ему только Китая не хватало"
2042,"Пульмонолог из Кузбасса заявила, что курение усиливает развитие COVID-19 "
2043,"""Когда ты умер, ты об этом не знаешь, только другим тяжело. То же самое, когда ты тупой""\n\n#COVID19 #Коронавирус #Лучшедома "
2044,Байден сделал третью прививку от COVID-19 - видео 
2045,Зарегистрирован первый в истории официальный случай повторного заражения коронавирусом COVID-19\n 
2046,"Исследователи MIT придумали, как робопёс Dr. Spot может помочь в диагностике COVID-19 || "
2047,"В Армении сообщили, что президент страны тяжело переносит COVID-19\n\n "
2048,Расследовавший убийство Владислава Листьева следователь умер от COVID-19\n 
2049,"В общем, у меня (в отличие от многих друзей, знакомых, и коллег по работе) никаких ощутимых побочных эффектов (помимо некоторой чувствительности в месте укола) не проявилось ни после первой, ни после второй дозы вакцины (Moderna). \n #COVID19 #FullyVaccinated"
2050,"они пытается запусть словами, например надеется посеять сомнения в суждениях у каждого, у кого нет электронного микроскопа чтобы увидеть ""корону"" в ""коронавирусе"".\n\n""COVID19 - не пытайтесь даже понять, это модное слово, вы отслали от жизни, хе хе хе!"" "
2051,А естественый отбор уже косит 
2052,"Исследование: унаследованный от неандертальцев ген, регулирующий метаболизм глюкозы, удваивает риск тяжелого течения COVID-19 "
2053,"У жителей обеих Америк пошатнулось психическое здоровье. Виноват COVID-19: из-за карантина люди слишком долго сидели дома. ""Мы ранее не сталкивались"", - признаются чиновники от здравоохранения.\n\n#coronavirus\n "
2054,Россия вышла на 1-е место в мире по госпитализациям с Covid-19 
2055,"Назван возраст, в котором особенно велик риск повторного заражения COVID-19 \n\n #события "
2056,В Калужской от COVID-19 привились 400 тысяч человек\n\nПодробности: 
2057,"Китайские военные тестировали вакцину против Covid-19 ещё осенью 2019 года.\n\nОб этом говорит доктор Стивен Куэй. У первых пациентов госпиталя Народно-освободительной армии в Ухане были не только следы SARS-CoV-2, но и следы аденовирусной вакцины китайского производства,"
2058,Мать Роналдиньо скончалась от COVID-19\n 
2059,Официальная статистика по умершим от COVID-19 в России : \n\n15 июля - 791\n16 июля - 799\n17 июля - 787\n18 июля - 764\n19 июля - 719\n20 июля - 784\n21 июля - 783\n22 июля - 796\n23 июля - 795\n24 июля - 799\n25 июля - 779\n26 июля - 727\n27 июля - 779\n28 июля - 798\n29 июля - 799
2060,Житель Украины переболел Covid-19 четыре раза 
2061,И статья синдикату 
2062,"С 8 ноября действует новая форма сертификата о прививке против COVID — в документе, который дают на руки после вакцинации, должен быть QR-код. А что делать, если вам не выдали сертификат нового образца или не дали ничего на бумажном носителе? Объясняем:\n \n "
2063,"Солидарность это главное . Но ряд правительств этого не хотят , причем в ущерб себе . ООН нужно осуждать такие действия. На пример как призывы не дать России и Китаю победить ковид . Такое заявление сделала Карен Пирс . ООН должно самым решительным образом пресекать подобное . "
2064,"Вирус жадности. «Главное российское лекарство» от COVID-19 оказалось пустышкой, закупленной в Китае и крайне токсичной - расследование The Insider\n "
2065,СDC: Анализ вспышки COVID-19 в Массачусетсе в июле 2021. Три четверти заболевших были полностью вакцинированы. 
2066,Кардиохирург: через полгода после перенесенного COVID-19 проверьте сердце\n #Коронавирус COVID_19 #советы врача 
2067,В Петербурге уменьшат число коек для больных с COVID-19 
2068,"Эпидемиолог заявил, что длительность COVID-19 при дельта-штамме увеличилась\n#общество #коронавирус\n\nИсточник: "
2069,"Число случаев COVID-19 в мире превысило 111 миллионов\n\n #Интерфакс #Россия, #Россия "
2070,"""Набиуллина заявила о небольшом влиянии ограничений по COVID-19 на экономику"" #бизнес #новости"
2071,СМИ узнали о совместном поиске источника COVID-19 разведками США и Великобритании\n\n 
2072,В режиме видеоконференцсвязи с директором Щёлковской областной больницы обсудили вопрос заболеваемости COVID-19 на территории муниципалитета. \n\nС прошлой недели увеличилось количество вызовов врачей на дом. Ожидается рост обращений и в празничные дни. Все врачи мобилизированны. 
2073,Число заболевших COVID-19 в Челябинской области превысило 148 тысяч человек 
2074, ️ Московским футбольным клубам увеличили зрительскую квоту в два раза\n#COVID19 #Читаю #взаимно\n#Происшествия #Преступления\n#взаимныйфолловинг\n#цепочкатвиттерских
2075,Число летальных случаев от COVID-19 выросло на 8% за неделю – ВОЗ\n 
2076,"БНХАУ-ын Синофарм, Бээжингийн биологийн бүтээгдэхүүний хүрээлэнгийн идэвхигүйжүүлсэн Вероселл (CorV) вакцинд ДЭМБ яаралтай нөхцөлд хэрэглэх вакцины жагсаалтад бүртгэж авчээ "
2077,Инфекционист оценил организацию вакцинации от COVID-19 в России #новости #россия\n Подробнее 
2078,"Опрос интернациональный, без привязки к конкретной вакцине.\nВаше отношение к вакцинации COVID-19"
2079,"Может лучше накормить, согреть? \n""Мишустин поручил обеспечить россиянам возможность привиться от COVID-19 в праздники."""
2080,"account has been withheld in Portugal, Finland, Sweden, Ireland, Slovenia, Czech Republic, Poland, Slovakia, Hungary, Italy, Malta, Germany, Greece, Romania, Netherlands, Bulgaria, Austria, Luxembourg, Latvia, United Kingdom, Denmark, Lithuania, Croatia, Estonia, Cyprus, France, Spain, Belgium in response to a legal demand. Learn more."
2081,Хэдүүлээ #COVID19-г амьд мэнд давчихвал ийм хачин дарга нартай хэвээрээ үлдэхгүй биз дээ?
2082,Пизда в сентябре будет у нас 
2083,"Микроб мирового раздрая. Академик Малеев о том, кто на этой планете главный "
2084,Мужчина из Вирджинии страдает `` редкой '' тяжелой реакцией на вакцину COVID-19\n 
2085,Аномалии в головном мозге обнаружили у переболевших COVID-19\n 
2086,"account has been withheld in Portugal, Finland, Sweden, Ireland, Slovenia, Czech Republic, Poland, Slovakia, Hungary, Italy, Malta, Germany, Greece, Romania, Netherlands, Bulgaria, Austria, Luxembourg, Latvia, United Kingdom, Denmark, Lithuania, Croatia, Estonia, Cyprus, France, Spain, Belgium in response to a legal demand. Learn more."
2087,"Covid-19 в Украине, данные МОЗ на 11.11:\n\n+10611 новых случаев, 489 808 всего (+2.2%, вчера +2.2%);\n\n+191 смерть, 8947 всего (+2.2%, вчера +2.2%);\n\n+6802 выздоровления, 221 459 всего (+3.2%, вчера +2.6%);\n\n+43 908 ПЦР-тестов (42 966 вчера, 3 735 166 всего). "
2088,COVID-19 в мире: 6 228 184 умерших 
2089,"В пятницу 1888 случаев Covid-19 и 28 смертей, заболеваемость снижается данным Центра профилактики и контроля заболеваний, 14-дневный кумулятивный уровень заболеваемости Covid-19 на уходящей неделе продолжал снижаться и в пятницу упал ни... "
2090,В Азербайджане еще 48 человек заразились COVID-19\n 
2091,Фаучи заявил о «неизбежности» ревакцинации против COVID-19
2092,"""Vodafone Украина"", ""Киевстар"" и lifecell обеспечат мобильные бригады вакцинации против COVID-19 бесплатным интернетом - Минцифры\n "
2093,"account has been withheld in Portugal, Finland, Sweden, Ireland, Slovenia, Czech Republic, Poland, Slovakia, Hungary, Italy, Malta, Germany, Greece, Romania, Netherlands, Bulgaria, Austria, Luxembourg, Latvia, United Kingdom, Denmark, Lithuania, Croatia, Estonia, Cyprus, France, Spain, Belgium in response to a legal demand. Learn more."
2094,"Известна доля детей с COVID-19 в Башкирии, которым помощь оказывают в условиях стационаров\nВ Башкирии с начала пандемии коронавируса по состоянию на 30 ноября новую коронавирусную инфекцию выявили у 1 075 детей. Такие данные редакции UfaT... #Уфасити "
2095,Эксперты оценили способность вакцины предотвратить тяжелый COVID-19 
2096,#Новости #Общество В Петербурге выявили меньше двух тысяч новых больных COVID-19\n 
2097,"Г.П.спасибо за умеренные тарифы на газ,о народе надо заботится.Что касается ковида,то смертность выше там,где больше демократии,демократия это просто бардак,и это правда. "
2098,"В Италии нет ни пандемии, ни эпидемии. А гайки все закручивают и закручивают. "
2099,"Британские компании не будут принимать на работу не вакцинированных соискателей\n\n \n\nНекоторые британские компании в будущем будут принимать на работу только вакцинированных против covid-19 кандидатов. По словам юристов, такая процедура ...\n\n#Спорт #Общество "
2100,В Москве от COVID-19 вылечились ещё 1208 человек 
2101,"Вьетнам открыл въезд переболевшим COVID-19 без прививки #Хабаровск\n\nВьетнам разрешил въезд невакцинированным, но переболевшим COVID-19 туристам из России. Это означает, что в ближайшее время чартеры в эту популярную у дальневосточников страну могут запус… "
2102,"По информации турецких властей, в рамках борьбы с эпидемией COVID-19 вступили в действие следующие правила въезда на территорию Турецкой Республики.\n #Турция "
2103,Грузия вслед за Украиной обновила суточный рекорд заражений коронавирусом COVID-19 
2104,"Мэр Москвы Сергей Собянин утверждает, что в столице нет второй волны COVID-19\n "
2105,"Люди, получившие дозу вакцины от COVID-19 китайской фармацевтической компании Sinovac Biotech, будут исключены из национального подсчета вакцинации, заявили в министерстве здравоохранения Сингапура."
2106,"Согласно этим цифрам, Россия на самом деле находится не на 85-м, а на первом месте в мире по числу заразившихся COVID-19 в пересчете на миллион жителей.\n\nДа, нам тоже не верится. Но это так:\n\n "
2107,Аномальный случай COVID-19 выявлен у детей\n 
2108,DWN: «вакционные войны» — в Китае призвали не использовать препараты от COVID-19 из Германии и США — ИноТВ 
2109,"Попова назвала причины новой волны COVID-19 в России \nдура ТЫ ,а не медик !"
2110,В Приднестровье выявили 88 новых случаев заболевания COVID-19\n\n 
2111,Собянин: От COVID-19 в Москве привились более 4 миллионов человек 
2112,"Разработчик препарата от COVID-19 пред совета директоров фармкомпании-разработчика «Промомед» Петр Белый объяснил его высокую стоимость:\n ""Он стоит столько, сколько он стоит.""\n\nПредставляю как порезвились предки этого Белого в блокадном Ленинграде, продавая хлеб за бриллианты!"
2113,"Турция,\n\nВ тюрьме города Дюздже, в двух камерах, из 45-ти человек у 42-х тесты на COVID-19 оказались положительными. Осуждённым были запрещены телефонные звонки и свидания.\n\n@username @username \n\nAdaletsizlik Öldürüyor "
2114,"Неда Люка, известного вам по роли Майкла из #GTAV, положили в больницу с коронавирусной пневмонией.\n\nДержим кулачки за скорейшее выздоровление.\n\n#COVID19 "
2115,В ЛНР с начала пандемии коронавирусом заразились более 19 тысяч человек\n\nМедики ЛНР за сутки зарегистрировали 23 летальных случая от COVID-19 
2116,"Названы места, где где чаще всего заражаются COVID-19\n\n "
2117,Вот! \nСингапур обсуждает вариант оплаты невакцинированными своего лечения в случае ковида . Это очень правильно! Государство предложило инструмент защиты - ты отказался и взял риски на себя. И каждый теперь 100 раз подумает - а смогу я потянуть лечение в случае чего? 
2118,Кубинская вакцина от COVID-19 зарегистрирована в Беларуси\n.\n Подробнее: 
2119,Санкции против рабочей вакцины России - это не здоровая политизированная конкуренция - фарм монополии которую давно уже проиграли США их действия это приступление против человечества! Лекарство от Covid-19 должно быть доступно всем в мире
2120,Минобороны России создало ускоренный метод тестирования на COVID-19\n#COVID19 \n 
2121,"account has been withheld in Portugal, Finland, Sweden, Ireland, Slovenia, Czech Republic, Poland, Slovakia, Hungary, Italy, Malta, Germany, Greece, Romania, Netherlands, Bulgaria, Austria, Luxembourg, Latvia, United Kingdom, Denmark, Lithuania, Croatia, Estonia, Cyprus, France, Spain, Belgium in response to a legal demand. Learn more."
2122,"Число больных Covid-19 в России превысило 1,5 млн "
2123,В России уже месяц выявляют более 30 тыс. заболевших ковидом в сутки. За день в стране зафиксировали 38 823 случая заражения.\n\n#ТАССтатистика_коронавирус #coronavirus #коронавирус 
2124,В Калининградской области беременных включили в группу риска по COVID-19 
2125,"«Когда было зарегистрировано всего от 25 до 50 смертей,экспериментальную вакцинацию следовало прекратить, как это происходило в предыдущих испытаниях.Сейчас зарегистрировано более 40 000 смертей (на 17.09.2021),связанных с вакцинами, и даже в этом случае вакцинация продолжается» "
2126,Коронавирус в России: главное 
2127,Израиль надеется привить всё население от COVID-19 к концу марта 
2128,"ЗДОРОВЬЯ Художественный руководитель Малого театра Юрий Соломин заболел коронавирусом. Он госпитализирован в одну из московских клиник. \n\nДиректор театра Тамара Михайлова сообщила что артист болеет уже несколько дней, и COVID-19 у него протекает спокойно и не в тяжелой форме. "
2129,Это только начало. Ополоумевшие политики решили продемонстрировать свою власть над людьми.\nНо многие не желают повиноваться.\n #COVID19 #Covid_19 #COVID #COVIDー19 #COVIDIOTS
2130,Дэлхийн шившиг! Пиарын ЗГ-ын байгаа царай! Андлалын хөшөөний оронд энэ боомт дээрээ халдвар хамгааллын чиглэлээр хөрөнгө оруулалт хийж болох байсан! 
2131,Онищенко объяснил выход Петербурга в лидеры по заболеваемости COVID-19
2132, ️Пандемия COVID-19 завершится в 2022 году — Билл Гейтс 
2133,"Сначала СССР развалили, теперь вымрут...и вакцина есть, но мозги закончились... "
2134,После вызова в ГБР Парубий сообщил о положительном тесте на COVID-19\n 
2135,"Ха-ха-ха-ха-ха-ха-ха!\n\nХорошая попытка, ребята.\n\n "
2136,"так и будет, пока не привезут российский Спутник..который обещал президент..а они коечный фонд расширяют вместо количества вакцин джонсоны и пфайзеры себе заберите!! "
2137,"Народного артиста России Сергея Безрукова госпитализировали с COVID-19\nПишет, что болезнь протекает в легкой форме.\nА зачем тогда госпитализировали? Чтобы легкую ещё более облегчить?"
2138,"Но, сука, цены снижать не будут "
2139,Наибольшее количество смертей медиков от Covid-19\n\n Мексика: 1320\n США: 1077\n Бразилия: 634\n Россия: 631\n Индия: 573\n Южная Африка: 240\n Италия: 188\n Индонезия: 181\n Иран: 164\n Египет: 159
2140,Владимир Путин счёл уровень вакцинации от COVID-19 в России недостаточным\n 
2141,"Коронавирусный штаб: В Мурманске +55\n\nНа утро 10 сентября в Мурманске зарегистрировано 55 новых случаев заболевания коронавирусом. Более 10 новых случаев COVID-19 выявили в Кандалакшском районе (+ 18), Мончегорске (+ 17), Оленегорске ...\n #Мурманск "
2142,"Окей, гугл\n\nЗаболеть Covid-19 без sms и регистрации"
2143,Количество заболевших COVID-19 в Киеве превысило 50 тысяч – Кличко\n 
2144,ВОЗ: Более 700 тысяч случаев COVID-19 зарегистрировано за сутки в мире 
2145,"COVID-19 и грипп имеют одинаковые симптомы, и профилактика этих инфекций одинакова, но прививки от них – разные \n\n "
2146,Путин и Меркель обсудили Минские соглашения и совместную вакцину против COVID-19 
2147,"Covid-19 цар тахал, Сэлэнгээр орж ирээд, Замын үүд чигтэй явж байна. Чайнавирус буцаж харих чигтэй явцгааж байх юм. "
2148,"Актуальная информация о ситуации с COVID-19 в Угледаре\n\nПо состоянию на 18.12.2020 года, в г. Угледаре COVID-19 заболело 318 человек, из них 13 детей (1 из них - до... "
2149," Брифинг официального представителя МИД России М.В.Захаровой, Москва, 26 мая 2021 года.\n\n График С.В.Лаврова\n #ПМЭФ\n #COVID19\n Инцидент с #Ryanair\n Спецсессия #ГАООН\n О военно-мемориальной работе за рубежом в 2021 году\n\n "
2150,Губернатор Алтайского края Томенко сдал положительный тест на COVID-19 
2151,693 новых случая COVID-19 зарегистрировали в Казахстане \n 
2152,"200 рублей за привитого: Минздрав анонсировал новые выплаты медикам, участвующим в вакцинации от COVID-19\n "
2153,"+6 377 случаев COVID-19 в Украине за сутки\n\n ️  1 416 438 случаев (+6 377).\n   27 423 смертей (+219).\n   1 204 916 человек выздоровели (+5 687) Ужас, сколько умерших"
2154,Патологоанатом рассказывает правду о работе и смерти от COVID-19\n\n 
2155,"Главврач Пермской краевой клинической больницы Анатолий Касатов рассказал, как изменилась ситуация с лечением COVID-19 по сравнению с началом пандемии. Вирус стал заразнее, но, похоже, пермская система здравоохранения многое извлекла из прошлогоднего к...\n\n "
2156,Европейский регулятор призывает разработать стратегию защиты от COVID-19 без постоянных бустерны 
2157,"Похоже, это не последняя подобная новость.\n "
2158,#COVID19 встреча с подписчиками 
2159,"Житель Приморья хотел «купить» поддельные сертификаты о вакцинации от Covid-19 и стал фигурантом уголовного дела\n\nПозаботился он и о родственниках, и о друзьях, только добыть «прививку» все-равно не получилось\n "
2160,В Тульской области вновь зафиксирован рост по числу заболевших COVID-19\n \n\n107 заболевших – самая высокая цифра за полторы недели 
2161,"Орловские медики получат допвыплаты за работу с COVID-19 до 30 декабря\n Губернатор Орловской области Андрей Клычков внес изменения в постановление, касающееся дополнительных выплат медикам, оказывающим медицинскую\nпомощь по диагностике и леч... #Орел #ОН "
2162,"Выпуск экспериментальных образцов COVID-вакцины для животных начнут в октябре\nРоссельхознадзор планирует в октябре начать выпуск экспериментальных образцов вакцины от COVID-19 для животных, сообщил руководитель службы Сергей Данкверт.\n "
2163,Из-за одного случая COVID-19 власти Китая заперли десятки тысяч людей в Диснейленде\n\n 
2164,Новый пик роста числа зараженных COVID-19 в России ожидается в конце июня\n\nПодробнее   
2165," Анна Попова заявила о стремительном росте заболеваемости COVID-19 у детей.\n\nГлава Роспотребнадзора отметила, что у большинства инфицированных попросту не было антител к новому внеклеточному агенту. "
2166,"account has been withheld in Portugal, Finland, Sweden, Ireland, Slovenia, Czech Republic, Poland, Slovakia, Hungary, Italy, Malta, Germany, Greece, Romania, Netherlands, Bulgaria, Austria, Luxembourg, Latvia, United Kingdom, Denmark, Lithuania, Croatia, Estonia, Cyprus, France, Spain, Belgium in response to a legal demand. Learn more."
2167,В России установлен суточный рекорд выявленных заражений COVID-19 
2168,Более 270 петербуржцев госпитализировали с COVID-19 за сутки 
2169,В Архангельске откроют первый центр экспресс-тестирования на COVID-19 
2170,В Арцахе за сутки выявлены 7 новых случаев заражения COVID-19 
2171,Таиланд пошел по другому пути - в виде третье дозы они запустили оксфордскую вакцину. \n 
2172,Генсек ООН предложил G20 координировать глобальную вакцинацию против COVID-19\n 
2173,#LentaKTK - Препарат для восстановления обоняния после COVID-19 испытывают ученые 
2174,"25 марта, когда Путин объявил о ""нерабочих днях"", в России COVID-19 выявили у 182 человек.\n25 сентября - у 7 523 человек.\nНо сегодня никаких ограничений не ввели.\nО чём это говорит?\nО том, что в истории с эпидемией путинская власть действует наобум, абсолютно ничего не понимая."
2175,Кто из вакцинированных чаще болеет COVID-19 - исследование в США: 
2176,Пандемия COVID-19 побудила 76% организаций внедрять изменения в свои IT-системы 
2177,Украина одобрила китайскую вакцину Sinovac против COVID-19\n 
2178,"account has been withheld in Portugal, Finland, Sweden, Ireland, Slovenia, Czech Republic, Poland, Slovakia, Hungary, Italy, Malta, Germany, Greece, Romania, Netherlands, Bulgaria, Austria, Luxembourg, Latvia, Denmark, Lithuania, Croatia, Estonia, Cyprus, France, Spain, Belgium in response to a legal demand. Learn more."
2179,"Углубленная диспансеризация для переболевших COVID-19 COVID-19 может повлиять на работу сердца, легких и сосудов. Если вы перенесли ковид, не пускайте ситуацию на самотек, пройдите углубленную диспансеризацию.Что это такое .. "
2180,Время проветривания и санитарной обработки помещения\n\nЕжедневно\nс 11:00 до 11:30\nс 16:00 до 16:30\n\n#МФЦ #Масочныйрежим #Протвино #протвиномилыйгород #covid19 #мфцпротвино 
2181,Центр «Мои документы» стал еще многофункциональнее. Теперь в центральном офисе МФЦ на улице Советской можно сделать прививку от коронавируса. \n\n#Балашиха #вБалашихе #Подмосковье #вПодмосковье #НашеПодмосковье #ЗимавПодмосковье #ЗимавБалашихе #СтопКоронавирус #COVID19 #вакцинация 
2182,"Число заражений COVID-19 в мире превысило 102,9 млн, число жертв - 2,2 млн\n\nЧисло выявленных заражений коронавирусом в мире с начала пандемии на утро понедельника составило 102 млн 964 тыс. 429 случаев, свидетельствуют данные американского университета... "
2183,"ТАСС сообщает про гибель Европы: число госпитализированных больных COVID-19 в Британии достигло максимума с начала пандемии, там в больницах 20 тыс. человек.\n\nЗнаете, сколько госпитализировано с COVID-19 в России?\nОколо 250 тысяч. "
2184,"Диссонанс: в мире сегодня рекордное число заболевших и умерших от #COVID19 а мы смягчаем карантин. \nМожет быть дождаться уже вакцину? Два месяца назад люди мерли как мухи, а сейчас все все забыли"
2185,В Монголии более 209 тысяч человек получили первую дозу вакцины от COVID-19 #МОНЦАМЭ #Монголия 
2186,В Запорожкой области рекордная суточная смертность от COVID-19 за последние полгода - Портал Акцент - 
2187,В черном перце найдено подавляющее активность COVID-19 вещество:\n 
2188,"На сегодняшний день 2 тыс. 470 студентов старших курсов медицинских университетов направлены в поликлиники и больницы, чтобы помогать в лечении пациентов с #COVID19. Из них: 1228 старшекурсников БГМУ, 276 – ВГМУ, 440 – Гомельского и 526 Гродненского медуниверситета."
2189,Їбанько подай патрон 
2190,Центр имени Гамалеи назвал сроки начала массовой вакцинации от COVID-19 #press-reliz
2191,Гейтс и Фаучи признали - вакцинация от COVID-19 не спасает от заражения\n 
2192,"В Калининградcкой области за сутки выявлено 397 случаев COVID-19\n\nЭто на четыре случая меньше, чем сутками ранее\n "
2193,На ежедневном контроле: в Самаре продолжается мониторинг амбулаторных больных COVID-19 \n\n 
2194,"Названо число заражений COVID-19 в мире\nЧисло зарегистрированных случаев заражений коронавирусом COVID-19 в мире на утро среды составляет 232 млн 764 тыс. 834, свидетельствуют данные американского университета Джонса Хопкинса.\n "
2195,Сэлэнгэ аймгийн Ерөө суманд Covid-19 халдвар батлагджээ 
2196,Коронавирус 31 мая: за сутки от COVID-19 умер 1 житель Одесчины 
2197,Один человек с COVID-19 скончался за сутки в Калужской области 
2198,"Covid19 вирус эсрүү нэвтрэхдээ холестролыг ашигладаг болох нь тогтоогдов. Иймээс цусанд холестрол ихтэй буюу зүрх судасны өвчтэй хүмүүс амархан халдвар авч, хүндэрдэг болж таарлаа. Мөн холетрол бууруулах эмчилгээ нь халдвараас сэргийлэхэд үр дүнтэй байж магадгүй юм байна."
2199,Ситуация с распространением заболеваемости COVID-19 в Тульской области на протяжении последних двух недель стабилизируется. Такое заявление сделал сегодня в ходе заседания регионального оперштаба губернатор Алексей Дюмин.\n\n Подробнее: 
2200,Ограничения из-за COVID-19 в Москве могут действовать еще несколько месяцев\n\nОб этом сообщил мэр столицы Сергей Собянин 
2201,"Мэр Снежинска Сапрыкин запретил непривитым от COVID-19 въезд в город Это как надо издеваться над народом, чтобы он встал на свою защиту?? У меня нет слов! Если человек выехал по делам из города, то обратно его не впустят? Люди, что с нами произошло?"
2202,Суточный прирост заболевших COVID-19 в России впервые с начала июня превысил 4 000 человек : 
2203,Впервые с начала пандемии оперштаб не представил статистику по COVID-19 в Тагиле\nВ Нижнем Тагиле статистика по количеству выявленных случаев заражения коронавирусом за период с 5 по 6 ноября впервые с начала пандемии не была предоставлена.\n 
2204,"Это очень важно, так как чтобы изучить взаимосвязь между расами и их исходами Covid-19 среди детей, также результатами вакцинации. Из 410 726 детей, которые были протестированы на Covid-19, 6,4% были положительными."
2205,"Мы по прежнему верим Нобелевскому лауреату, французскому вирусологу Люку Мотанье, который заявлял об искусственном происхождении SARS-CoV-2 "
2206,"account has been withheld in Portugal, Finland, Sweden, Ireland, Slovenia, Czech Republic, Poland, Slovakia, Hungary, Italy, Malta, Germany, Greece, Romania, Netherlands, Bulgaria, Austria, Luxembourg, Latvia, United Kingdom, Denmark, Lithuania, Croatia, Estonia, Cyprus, France, Spain, Belgium in response to a legal demand. Learn more."
2207,"ЭМЯ-ны сайд, Төрийн нарийн нь яаж ажиллааад ариутгал халдваргүйжүүлэлт хамгийн сайн байх ёстой эмнэлгийн орчноос COVID-19 алддаг байнаа????? Бусад орнуудад ургууль, супермаркет, кинотеатр, сүм хийдийн цуглаан дээрээс хэдэн арваараа тохиолдлууд илэрч байсан бол Монголд эмнэлгээс!!"
2208,"В Самарской области 56 медиков скончались от COVID-19 в 2020 году новой коронавирусной инфекцией заболели более 15% работников ковид-госпиталей, 56 из них скончались. Среди тех, кто не перенёс болезнь: 26 врачей, 24 медсестры и 6 младших медицинских работников."
2209,Ещё 183 жителя региона подхватили инфекцию COVID-19 \n 
2210,А где же ваша хваленая прививка? 
2211,Гинцбург рекомендовал ревакцинироваться от COVID-19 «Спутником Лайт» раз в полгода.\n\nГинцбург вовсю отрабатывает орденок. )
2212,"Коронавирус в Израиле: более 62 тысяч зараженных, за сутки умерли 18 больных COVID-19 // % смертности относительно выздоровевших уменьшился на 0,01% до 0,74%. Плохо-бедно, на вакцинация действительно работает!"
2213,За прошедшие сутки в Орловской области было зафиксировано 317 случаев заражения коронавирусной инфекцией. Всего за время пандемии COVID-19 диагностировали у 53214 орловцев. За сутки из-за заболевания умерли 7 жителей региона. Всего за время пандемии из...\n 
2214,Опухшие глаза и «клубничный» язык – Новые группы симптомов обнаружили у детей с COVID-19\n 
2215,"Число случаев COVID-19 в Бразилии за сутки выросло на 24,5 тысячи\n\n #RussiaToday #Россия, #Новости #Россия "
2216,В Сочи четверо человек за минувшие сутки подхватили COVID-19\n 
2217,"""Посольства Украины устроили настоящую охоту на вакцину от COVID-19 Кулеба""\n\nИз вас такие охотники ... Как из Зеленского - президент.\nЗимбабве и то опередило :)"
2218,23 сентября в Самарской области выявили 542 случая заражения новой коронавирусной инфекцией.\n\n 
2219,"В регионе из-за COVID-19 ушли на карантин целые классы, из-за ОРВИ – две школы "
2220,В ЧР наблюдается незначительное снижение заболеваемости COVID-19 
2221," Сделан/о под экспресс &amp; ПЦР \n\n Омикронный вариант коронавируса COVID-19 стал доминирующим штаммом в Чешской Республике, сообщил в понедельник Национальный институт общественного здравоохранения страны (SZU). "
2222,Очень атмосферный Питер! #питер #санктпетербург #COVID19 #photography #храм 
2223,"Олег Папунин снова ревакцинировался\n области отмечается рост заболеваемости коронавирусной инфекцией, и мы должны встретить её во всеоружии. А главная защита от COVID-19 - прививка.\n\nЯ в очередной раз ревакцинировался. Призываю к этому всех жителей ... "
